match_played,player_id,player_name,position_id,position_name,rank,season,stat,tackles,team_full_name,team_id,team_name,value
17,837,Rakshith,8.0,Raider,99,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,23.0
11,2290,Rajnish,8.0,Raider,101,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,21.0
11,2485,Sonu Jaglan,8.0,Raider,101,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,21.0
46,218,Sachin Kumar,1.0,All Rounder,101,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,21.0
13,309,Manpreet Singh,8.0,Raider,104,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,20.0
8,168,Mangesh Bhagat,8.0,Raider,105,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,19.0
10,171,Pradeep Kumar,8.0,Raider,105,All Seasons,Player Successful Raids,,U Mumba,5,MUM,19.0
8,182,Dinesh Kumar,1.0,All Rounder,107,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,17.0
12,2316,Azad Singh,8.0,Raider,107,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,17.0
17,2291,Amit Kumar,8.0,Raider,109,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,16.0
13,272,Umesh Mhatre,8.0,Raider,109,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,16.0
52,70,Manoj Kumar,4.0,"Defender, left cover",109,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,16.0
71,146,Surender Nada,3.0,"Defender, left corner",112,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,15.0
10,2298,Armaan,1.0,All Rounder,112,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,15.0
12,371,Amit Nagar,8.0,Raider,114,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,14.0
36,44,Gangadhari Mallesh,8.0,Raider,114,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,14.0
12,195,Ashish Chhokar,8.0,Raider,116,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,13.0
35,150,Parmod Narwal,1.0,All Rounder,116,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,13.0
11,771,Suresh Kumar,8.0,Raider,118,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,12.0
6,684,Rakesh Gowda,8.0,Raider,119,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,11.0
29,722,D. Pradap,1.0,All Rounder,119,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,11.0
9,696,M. Thivakaran,8.0,Raider,119,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,11.0
6,2498,Sushil Gulia,8.0,Raider,119,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,11.0
26,232,Sachin Vittala,3.0,"Defender, left corner",119,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,11.0
27,108,Shyam Kumar Sah,4.0,"Defender, left cover",119,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,11.0
69,73,Nilesh Shinde,6.0,"Defender, right corner",119,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,11.0
23,56,Kalimuthu Balamahendran,3.0,"Defender, left corner",126,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,10.0
35,14,Tae Deok Eom,1.0,All Rounder,126,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,10.0
6,16,Waleed Al Hasani,8.0,Raider,126,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,10.0
9,238,Isac Antony,8.0,Raider,126,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,10.0
17,2476,Amit Kumar,8.0,Raider,126,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,10.0
7,2325,Anand,8.0,Raider,126,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,10.0
8,243,Sanjay Kumar,1.0,All Rounder,132,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,9.0
18,200,Mohammad Maghshoudulu,1.0,All Rounder,132,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,9.0
6,277,Anil Shriram Nimbolkar,8.0,Raider,132,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,9.0
58,167,Preetam Chhillar,1.0,All Rounder,132,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,9.0
105,157,Ravinder Pahal,6.0,"Defender, right corner",136,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,8.0
9,10,Simon Kibura,8.0,Raider,136,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,8.0
6,2257,Victor Onyango Obiero,1.0,All Rounder,136,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,8.0
12,605,Shubham Ashok Palkar,8.0,Raider,136,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,8.0
90,322,PO Surjeet Singh,7.0,"Defender, right cover",140,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,7.0
7,313,Virender Wazir Singh,8.0,Raider,140,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,7.0
5,667,Elangeshwaran R,1.0,All Rounder,140,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,7.0
5,644,Anand Surendra Tomar,8.0,Raider,140,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,7.0
12,2274,C Manoj Kumar,4.0,"Defender, left cover",140,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,7.0
10,2307,Kamal Singh,8.0,Raider,140,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,7.0
10,2494,Sachin Narwal,1.0,All Rounder,140,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,7.0
9,2503,Banty,8.0,Raider,140,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,7.0
5,2682,Amit Kumar,1.0,All Rounder,140,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,7.0
10,32,Balbir Singh,1.0,All Rounder,140,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,7.0
52,51,Jasmer Singh Gulia,1.0,All Rounder,140,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,7.0
10,180,Kedar Lal,8.0,Raider,140,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,7.0
20,275,Deepak Kumar Rathee,1.0,All Rounder,140,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,7.0
16,248,Sandeep Kandola,3.0,"Defender, left corner",140,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,7.0
66,249,Hadi Oshtorak,1.0,All Rounder,140,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,7.0
6,2278,Bhanu Pratap Tomar,8.0,Raider,155,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,6.0
5,285,Anil Kashinath Patil,1.0,All Rounder,155,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,6.0
28,578,Mayur Shivtarkar,1.0,All Rounder,155,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,6.0
6,786,Parvesh,8.0,Raider,158,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,5.0
4,2266,Mahesh Maruti Magdum,1.0,All Rounder,158,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,5.0
7,2660,Sushant Sail,8.0,Raider,158,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,5.0
6,2322,Ankit Beniwal,8.0,Raider,158,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,5.0
2,244,Ravi V.,8.0,Raider,158,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,5.0
22,98,Sachin Khambe,3.0,"Defender, left corner",158,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,5.0
15,97,Rupesh Tomar,1.0,All Rounder,164,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,4.0
12,38,Dadaso Balaso Awad,1.0,All Rounder,164,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,4.0
7,260,Vijay Malik,8.0,Raider,164,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,4.0
84,212,Amit Hooda,6.0,"Defender, right corner",164,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,4.0
34,152,D. Gopu,10.0,"Defender, right and left corner",164,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,4.0
10,2502,Mohit Sehrawat,7.0,"Defender, right cover",164,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,4.0
3,2666,Harmanjit Singh,8.0,Raider,164,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,4.0
3,2321,Ankush,8.0,Raider,164,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,4.0
5,738,Rahul Choudhary,8.0,Raider,164,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,4.0
39,613,Sunil Siddhgavali,9.0,Defender,164,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,4.0
4,689,Mohan Raman G,8.0,Raider,164,All Seasons,Player Successful Raids,,U Mumba,5,MUM,4.0
5,731,Sandeep,1.0,All Rounder,164,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,4.0
6,380,Vikash Kumar,8.0,Raider,164,All Seasons,Player Successful Raids,,U Mumba,5,MUM,4.0
44,390,Jawahar Dagar,9.0,Defender,164,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,4.0
66,368,Sunil Kumar,9.0,Defender,178,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,3.0
2,730,Rohit,8.0,Raider,178,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,3.0
21,611,Sidharth,1.0,All Rounder,178,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,3.0
6,2315,Bhuvneshwar Gaur,8.0,Raider,178,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,3.0
3,2021,Anand V,8.0,Raider,178,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,3.0
7,2504,Ashish,8.0,Raider,178,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,3.0
3,2507,Amit Kumar,1.0,All Rounder,178,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,3.0
5,2478,Purna Singh,8.0,Raider,178,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,3.0
102,161,Girish Maruti Ernak,3.0,"Defender, left corner",178,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,3.0
11,214,Amit Kumar,8.0,Raider,178,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,3.0
76,194,Joginder Singh Narwal,3.0,"Defender, left corner",178,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,3.0
9,267,Amit Kumar Tomar,8.0,Raider,178,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,3.0
8,278,Gnanasekaran M,6.0,"Defender, right corner",178,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,3.0
26,301,Hadi Tajik,6.0,"Defender, right corner",178,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,3.0
2,23,Dovlet Boshimov,8.0,Raider,178,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,3.0
8,4,Ehsan Zamani Fard,3.0,"Defender, left corner",178,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,3.0
4,19,Wajid Ali,1.0,All Rounder,178,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,3.0
107,71,Mohit Chhillar,6.0,"Defender, right corner",178,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,3.0
11,89,Ram Kumar Sah,4.0,"Defender, left cover",178,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,3.0
4,80,Punit Kumar Teotia,8.0,Raider,197,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,2.0
6,145,Md. Aruduzzaman Munshi,8.0,Raider,197,All Seasons,Player Successful Raids,,U Mumba,5,MUM,2.0
3,21,Sinotharan Kanesharajah,8.0,Raider,197,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,2.0
15,13,Seong Ryeol Kim,9.0,Defender,197,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,2.0
7,68,Mandeep Kumar,8.0,Raider,197,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,2.0
50,311,Anil Kumar,4.0,"Defender, left cover",197,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,2.0
7,266,David Shilisia J Mosambayi,8.0,Raider,197,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,2.0
95,259,Fazel Atrachali,3.0,"Defender, left corner",197,All Seasons,Player Successful Raids,,U Mumba,5,MUM,2.0
3,225,Sandeep Tomar,8.0,Raider,197,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,2.0
4,227,Vinoth Paulyas,8.0,Raider,197,All Seasons,Player Successful Raids,,Patna Pirates,6,PAT,2.0
84,191,C. Arun,4.0,"Defender, left cover",197,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,2.0
63,207,Sunil,3.0,"Defender, left corner",197,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,2.0
22,159,Samarjeet Singh,1.0,All Rounder,197,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,2.0
3,2683,Palle Mallikarjun,8.0,Raider,197,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,2.0
3,2302,Mithin Kumar,8.0,Raider,197,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,2.0
7,2306,Lalit Chaudhary,8.0,Raider,197,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,2.0
3,2262,Md. Masud Karim,8.0,Raider,197,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,2.0
4,2318,Arun Kumar HN,8.0,Raider,197,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,2.0
3,2313,Gaurav Kumar,8.0,Raider,197,All Seasons,Player Successful Raids,,U Mumba,5,MUM,2.0
4,2314,Dharmender,8.0,Raider,197,All Seasons,Player Successful Raids,,Gujarat Fortunegiants,31,GFG,2.0
5,2335,Vimal Raj V,1.0,All Rounder,197,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,2.0
2,640,Sanoj Kumar,4.0,"Defender, left cover",197,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,2.0
44,796,Rinku Narwal,9.0,Defender,197,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,2.0
21,735,Vishal,1.0,All Rounder,197,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,2.0
6,599,Lokesh Kaushik,8.0,Raider,197,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,2.0
6,608,Prateek,1.0,All Rounder,222,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,1.0
19,386,Anil Kumar,3.0,"Defender, left corner",222,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,1.0
1,513,Yong Joo Ok,1.0,All Rounder,222,All Seasons,Player Successful Raids,,U Mumba,5,MUM,1.0
57,347,Sagar B Krishna,1.0,All Rounder,222,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,1.0
56,358,Vishal Bhardwaj,9.0,Defender,222,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,1.0
1,315,Parvesh Attri,8.0,Raider,222,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,1.0
2,316,Nirbhay Narwal,3.0,"Defender, left corner",222,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,1.0
1,373,Parveen Narwal,1.0,All Rounder,222,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,1.0
1,367,Nitin Kumar,1.0,All Rounder,222,All Seasons,Player Successful Raids,,U Mumba,5,MUM,1.0
3,746,Vikrant,8.0,Raider,222,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,1.0
21,768,Vijay Kumar,6.0,"Defender, right corner",222,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,1.0
60,769,Mahender Singh,4.0,"Defender, left cover",222,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,1.0
4,647,Gulveer Singh,8.0,Raider,222,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,1.0
4,660,Bhavani Rajput,8.0,Raider,222,All Seasons,Player Successful Raids,,Tamil Thalaivas,29,TT,1.0
60,733,Surinder Singh,9.0,Defender,222,All Seasons,Player Successful Raids,,U Mumba,5,MUM,1.0
2,698,Vishav Chaudhary,4.0,"Defender, left cover",222,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,1.0
7,712,Rohit Kumar,7.0,"Defender, right cover",222,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,1.0
7,2336,Anuj Kumar,7.0,"Defender, right cover",222,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,1.0
16,2330,Sumit,3.0,"Defender, left corner",222,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,1.0
1,2376,Emad Sedaghatnia,8.0,Raider,222,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,1.0
25,2463,Parveen,4.0,"Defender, left cover",222,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,1.0
18,2470,Adarsh T,3.0,"Defender, left corner",222,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,1.0
3,2474,Aman Kadian,8.0,Raider,222,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,1.0
30,2020,Amit,4.0,"Defender, left cover",222,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,1.0
2,2025,Ajinkya Rohidas Kapre,1.0,All Rounder,222,All Seasons,Player Successful Raids,,U Mumba,5,MUM,1.0
5,2514,Chand Singh,3.0,"Defender, left corner",222,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,1.0
1,2515,Vikas Chhillar,8.0,Raider,222,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,1.0
23,2479,Shubham Shinde,6.0,"Defender, right corner",222,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,1.0
1,2669,Balram,1.0,All Rounder,222,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,1.0
15,2670,Saurabh Nandal,3.0,"Defender, left corner",222,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,1.0
4,154,Gurchet Singh,,,222,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,1.0
49,158,Rakesh Singh Kumar,4.0,"Defender, left cover",222,All Seasons,Player Successful Raids,,Haryana Steelers,28,HS,1.0
2,199,Kazuhiro Takano,1.0,All Rounder,222,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,1.0
6,178,Parveen M. Jangra,4.0,"Defender, left cover",222,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,1.0
2,224,Inderpal Bishnoi,8.0,Raider,222,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,1.0
3,241,Ravit Kumar,8.0,Raider,222,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,1.0
2,250,Hyunil Park,1.0,All Rounder,222,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,1.0
14,274,Krushna Madane,9.0,Defender,222,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,1.0
1,263,Jay Bahadur Bohara,8.0,Raider,222,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,1.0
108,54,Jeeva Kumar,5.0,"Defender, right and left cover",222,All Seasons,Player Successful Raids,,Bengal Warriors,4,KOL,1.0
18,45,Gurpreet Singh,6.0,"Defender, right corner",222,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,1.0
35,28,Amit Singh Chhillar,3.0,"Defender, left corner",222,All Seasons,Player Successful Raids,,Telugu Titans,8,HYD,1.0
1,9,Takamitsu Kono,1.0,All Rounder,222,All Seasons,Player Successful Raids,,Puneri Paltan,7,PUN,1.0
9,11,Dong Ju Hong,1.0,All Rounder,222,All Seasons,Player Successful Raids,,U Mumba,5,MUM,1.0
41,147,Prashant Chavan,6.0,"Defender, right corner",222,All Seasons,Player Successful Raids,,Dabang Delhi K.C.,2,DEL,1.0
61,109,Somvir Shekhar,7.0,"Defender, right cover",222,All Seasons,Player Successful Raids,,Jaipur Pink Panthers,3,JAI,1.0
5,113,Sunil Hanumanthappa,8.0,Raider,222,All Seasons,Player Successful Raids,,Bengaluru Bulls,1,BEN,1.0
9,101,Santhosh B.S,3.0,"Defender, left corner",222,All Seasons,Player Successful Raids,,U.P. Yoddha,30,UPY,1.0
82,96,Rohit Rana,4.0,"Defender, left cover",222,All Seasons,Player Successful Raids,,U Mumba,5,MUM,1.0
101,197,Pardeep Narwal,8.0,Raider,1,All Seasons,Player Raid Points,,Patna Pirates,6,PAT,1048.0
117,81,Rahul Chaudhari,8.0,Raider,2,All Seasons,Player Raid Points,,Tamil Thalaivas,29,TT,933.0
119,41,Deepak Niwas Hooda,1.0,All Rounder,3,All Seasons,Player Raid Points,,Jaipur Pink Panthers,3,JAI,820.0
115,26,Ajay Thakur,8.0,Raider,4,All Seasons,Player Raid Points,,Tamil Thalaivas,29,TT,790.0
75,143,Maninder Singh,8.0,Raider,5,All Seasons,Player Raid Points,,Bengal Warriors,4,KOL,664.0
88,326,Rohit Kumar,8.0,Raider,6,All Seasons,Player Raid Points,,Bengaluru Bulls,1,BEN,650.0
115,94,Rishank Devadiga,8.0,Raider,7,All Seasons,Player Raid Points,,U.P. Yoddha,30,UPY,590.0
92,58,Kashiling Adake,8.0,Raider,8,All Seasons,Player Raid Points,,Bengaluru Bulls,1,BEN,561.0
72,318,Pawan Kumar Sehrawat,8.0,Raider,9,All Seasons,Player Raid Points,,Bengaluru Bulls,1,BEN,542.0
91,29,Anup Kumar,8.0,Raider,10,All Seasons,Player Raid Points,,Jaipur Pink Panthers,3,JAI,527.0
68,388,Monu Goyat,8.0,Raider,11,All Seasons,Player Raid Points,,U.P. Yoddha,30,UPY,453.0
100,12,Jang Kun Lee,8.0,Raider,12,All Seasons,Player Raid Points,,Patna Pirates,6,PAT,439.0
61,757,Sachin Tanwar,8.0,Raider,13,All Seasons,Player Raid Points,,Gujarat Fortunegiants,31,GFG,427.0
63,320,Nitin Tomar,8.0,Raider,14,All Seasons,Player Raid Points,,Puneri Paltan,7,PUN,426.0
94,111,Sukesh Hegde,8.0,Raider,15,All Seasons,Player Raid Points,,Bengal Warriors,4,KOL,380.0
77,52,Jasvir Singh,8.0,Raider,15,All Seasons,Player Raid Points,,Tamil Thalaivas,29,TT,380.0
38,2296,Naveen Kumar,8.0,Raider,17,All Seasons,Player Raid Points,,Dabang Delhi K.C.,2,DEL,369.0
79,219,K. Prapanjan,8.0,Raider,18,All Seasons,Player Raid Points,,Bengal Warriors,4,KOL,351.0
90,155,Prashanth Kumar Rai,8.0,Raider,19,All Seasons,Player Raid Points,,Haryana Steelers,28,HS,349.0
47,366,Vikash Kandola,8.0,Raider,19,All Seasons,Player Raid Points,,Haryana Steelers,28,HS,349.0
36,2026,Siddharth Sirish Desai,8.0,Raider,21,All Seasons,Player Raid Points,,Telugu Titans,8,HYD,343.0
70,106,Shrikant Jadhav,8.0,Raider,22,All Seasons,Player Raid Points,,U.P. Yoddha,30,UPY,339.0
94,251,Meraj Sheykh,1.0,All Rounder,22,All Seasons,Player Raid Points,,Dabang Delhi K.C.,2,DEL,339.0
78,211,Deepak Narwal,8.0,Raider,24,All Seasons,Player Raid Points,,Jaipur Pink Panthers,3,JAI,293.0
57,36,Chandran Ranjit,8.0,Raider,25,All Seasons,Player Raid Points,,Dabang Delhi K.C.,2,DEL,285.0
92,86,Rajesh Narwal,1.0,All Rounder,26,All Seasons,Player Raid Points,,Dabang Delhi K.C.,2,DEL,284.0
47,124,Wazir Singh,8.0,Raider,27,All Seasons,Player Raid Points,,Haryana Steelers,28,HS,278.0
74,156,Pawan Kumar Kadian,8.0,Raider,28,All Seasons,Player Raid Points,,Puneri Paltan,7,PUN,277.0
76,293,Nilesh Salunke,8.0,Raider,29,All Seasons,Player Raid Points,,Jaipur Pink Panthers,3,JAI,276.0
65,261,Rohit Baliyan,8.0,Raider,30,All Seasons,Player Raid Points,,U Mumba,5,MUM,263.0
89,85,Rajesh Mondal,8.0,Raider,31,All Seasons,Player Raid Points,,Puneri Paltan,7,PUN,260.0
117,142,Sandeep Narwal,1.0,All Rounder,32,All Seasons,Player Raid Points,,U Mumba,5,MUM,241.0
107,69,Manjeet Chhillar,1.0,All Rounder,33,All Seasons,Player Raid Points,,Tamil Thalaivas,29,TT,223.0
73,105,Shabeer Bappu,8.0,Raider,34,All Seasons,Player Raid Points,,Tamil Thalaivas,29,TT,213.0
55,88,Rakesh Kumar,1.0,All Rounder,35,All Seasons,Player Raid Points,,Telugu Titans,8,HYD,186.0
50,389,Ajay Kumar,8.0,Raider,36,All Seasons,Player Raid Points,,Gujarat Fortunegiants,31,GFG,182.0
54,686,Rohit Gulia,1.0,All Rounder,36,All Seasons,Player Raid Points,,Gujarat Fortunegiants,31,GFG,182.0
53,174,Deepak Kumar Dahiya,8.0,Raider,38,All Seasons,Player Raid Points,,Puneri Paltan,7,PUN,181.0
62,163,Mahendra Ganesh Rajput,8.0,Raider,39,All Seasons,Player Raid Points,,Gujarat Fortunegiants,31,GFG,180.0
39,763,Manjeet,8.0,Raider,40,All Seasons,Player Raid Points,,Puneri Paltan,7,PUN,179.0
48,119,CPO Surjeet Singh,8.0,Raider,41,All Seasons,Player Raid Points,,Tamil Thalaivas,29,TT,176.0
38,92,Ravi Dalal,8.0,Raider,42,All Seasons,Player Raid Points,,Dabang Delhi K.C.,2,DEL,173.0
37,75,Nitin Madane,8.0,Raider,43,All Seasons,Player Raid Points,,U Mumba,5,MUM,165.0
65,66,Mahesh Goud,8.0,Raider,43,All Seasons,Player Raid Points,,Bengal Warriors,4,KOL,165.0
31,118,Surjeet Narwal,8.0,Raider,45,All Seasons,Player Raid Points,,Bengal Warriors,4,KOL,160.0
55,264,Selvamani K,8.0,Raider,46,All Seasons,Player Raid Points,,Haryana Steelers,28,HS,149.0
47,300,Abolfazl Maghsodloumahali,8.0,Raider,47,All Seasons,Player Raid Points,,Gujarat Fortunegiants,31,GFG,144.0
33,2357,Naveen,8.0,Raider,48,All Seasons,Player Raid Points,,Haryana Steelers,28,HS,139.0
33,190,Sonu Narwal,8.0,Raider,49,All Seasons,Player Raid Points,,Puneri Paltan,7,PUN,138.0
48,234,Surender Singh,8.0,Raider,50,All Seasons,Player Raid Points,,U.P. Yoddha,30,UPY,136.0
53,242,Tushar Patil,8.0,Raider,51,All Seasons,Player Raid Points,,Patna Pirates,6,PAT,135.0
29,2028,Abhishek Singh,8.0,Raider,52,All Seasons,Player Raid Points,,U Mumba,5,MUM,134.0
42,772,More GB,8.0,Raider,53,All Seasons,Player Raid Points,,Gujarat Fortunegiants,31,GFG,127.0
42,791,Nitin Rawal,1.0,All Rounder,54,All Seasons,Player Raid Points,,Jaipur Pink Panthers,3,JAI,122.0
55,745,Vijay,1.0,All Rounder,55,All Seasons,Player Raid Points,,Dabang Delhi K.C.,2,DEL,110.0
35,376,Athul MS,8.0,Raider,56,All Seasons,Player Raid Points,,U Mumba,5,MUM,99.0
115,160,Ran Singh,1.0,All Rounder,57,All Seasons,Player Raid Points,,Tamil Thalaivas,29,TT,97.0
38,217,Rohit Kumar Choudary,8.0,Raider,58,All Seasons,Player Raid Points,,U.P. Yoddha,30,UPY,93.0
