match_played,rank,team_id,team_name,value,stat,season
22,12,7,Puneri Paltan,346.0,Team Raid Points,Season 6
24,1,1,Bengaluru Bulls,22.79,Team Average Raid Points,Season 6
22,2,6,Patna Pirates,22.55,Team Average Raid Points,Season 6
22,3,28,Haryana Steelers,20.32,Team Average Raid Points,Season 6
24,4,2,Dabang Delhi K.C.,20.13,Team Average Raid Points,Season 6
23,5,5,U Mumba,19.96,Team Average Raid Points,Season 6
25,6,31,Gujarat Fortunegiants,19.2,Team Average Raid Points,Season 6
22,7,29,Tamil Thalaivas,19.05,Team Average Raid Points,Season 6
23,8,4,Bengal Warriors,18.96,Team Average Raid Points,Season 6
22,9,3,Jaipur Pink Panthers,18.86,Team Average Raid Points,Season 6
25,10,30,U.P. Yoddha,17.96,Team Average Raid Points,Season 6
22,11,8,Telugu Titans,16.05,Team Average Raid Points,Season 6
22,12,7,Puneri Paltan,15.73,Team Average Raid Points,Season 6
23,1,5,U Mumba,274.0,Team Successful Tackles,Season 6
25,2,31,Gujarat Fortunegiants,258.0,Team Successful Tackles,Season 6
25,3,30,U.P. Yoddha,240.0,Team Successful Tackles,Season 6
24,4,1,Bengaluru Bulls,219.0,Team Successful Tackles,Season 6
22,5,3,Jaipur Pink Panthers,202.0,Team Successful Tackles,Season 6
22,5,8,Telugu Titans,202.0,Team Successful Tackles,Season 6
24,7,2,Dabang Delhi K.C.,198.0,Team Successful Tackles,Season 6
22,8,7,Puneri Paltan,189.0,Team Successful Tackles,Season 6
23,9,4,Bengal Warriors,186.0,Team Successful Tackles,Season 6
22,9,6,Patna Pirates,186.0,Team Successful Tackles,Season 6
22,11,28,Haryana Steelers,180.0,Team Successful Tackles,Season 6
22,12,29,Tamil Thalaivas,174.0,Team Successful Tackles,Season 6
23,1,5,U Mumba,289.0,Team Tackle Points,Season 6
25,2,31,Gujarat Fortunegiants,274.0,Team Tackle Points,Season 6
25,3,30,U.P. Yoddha,265.0,Team Tackle Points,Season 6
22,4,8,Telugu Titans,233.0,Team Tackle Points,Season 6
24,5,1,Bengaluru Bulls,230.0,Team Tackle Points,Season 6
22,6,3,Jaipur Pink Panthers,225.0,Team Tackle Points,Season 6
22,7,7,Puneri Paltan,219.0,Team Tackle Points,Season 6
24,8,2,Dabang Delhi K.C.,216.0,Team Tackle Points,Season 6
22,9,6,Patna Pirates,201.0,Team Tackle Points,Season 6
23,10,4,Bengal Warriors,200.0,Team Tackle Points,Season 6
22,11,28,Haryana Steelers,193.0,Team Tackle Points,Season 6
22,12,29,Tamil Thalaivas,189.0,Team Tackle Points,Season 6
23,1,5,U Mumba,12.57,Team Average Tackle Points,Season 6
25,2,31,Gujarat Fortunegiants,10.96,Team Average Tackle Points,Season 6
25,3,30,U.P. Yoddha,10.6,Team Average Tackle Points,Season 6
22,4,8,Telugu Titans,10.59,Team Average Tackle Points,Season 6
22,5,3,Jaipur Pink Panthers,10.23,Team Average Tackle Points,Season 6
22,6,7,Puneri Paltan,9.95,Team Average Tackle Points,Season 6
24,7,1,Bengaluru Bulls,9.58,Team Average Tackle Points,Season 6
22,8,6,Patna Pirates,9.14,Team Average Tackle Points,Season 6
24,9,2,Dabang Delhi K.C.,9.0,Team Average Tackle Points,Season 6
22,10,28,Haryana Steelers,8.77,Team Average Tackle Points,Season 6
23,11,4,Bengal Warriors,8.7,Team Average Tackle Points,Season 6
22,12,29,Tamil Thalaivas,8.59,Team Average Tackle Points,Season 6
24,1,1,Bengaluru Bulls,20.0,Team Super Raid,Season 6
23,2,4,Bengal Warriors,16.0,Team Super Raid,Season 6
23,3,5,U Mumba,15.0,Team Super Raid,Season 6
24,4,2,Dabang Delhi K.C.,13.0,Team Super Raid,Season 6
22,4,3,Jaipur Pink Panthers,13.0,Team Super Raid,Season 6
22,6,28,Haryana Steelers,12.0,Team Super Raid,Season 6
22,7,6,Patna Pirates,11.0,Team Super Raid,Season 6
25,8,30,U.P. Yoddha,10.0,Team Super Raid,Season 6
25,8,31,Gujarat Fortunegiants,10.0,Team Super Raid,Season 6
22,10,8,Telugu Titans,9.0,Team Super Raid,Season 6
22,11,7,Puneri Paltan,7.0,Team Super Raid,Season 6
22,11,29,Tamil Thalaivas,7.0,Team Super Raid,Season 6
22,1,7,Puneri Paltan,34.0,Team Super Tackles,Season 6
22,2,8,Telugu Titans,33.0,Team Super Tackles,Season 6
25,3,30,U.P. Yoddha,27.0,Team Super Tackles,Season 6
22,4,3,Jaipur Pink Panthers,25.0,Team Super Tackles,Season 6
24,5,2,Dabang Delhi K.C.,19.0,Team Super Tackles,Season 6
25,6,31,Gujarat Fortunegiants,18.0,Team Super Tackles,Season 6
22,7,6,Patna Pirates,16.0,Team Super Tackles,Season 6
23,7,4,Bengal Warriors,16.0,Team Super Tackles,Season 6
23,9,5,U Mumba,15.0,Team Super Tackles,Season 6
22,9,28,Haryana Steelers,15.0,Team Super Tackles,Season 6
22,9,29,Tamil Thalaivas,15.0,Team Super Tackles,Season 6
24,12,1,Bengaluru Bulls,12.0,Team Super Tackles,Season 6
23,1,5,U Mumba,89.0,Team DOD Raid Points,Season 6
25,2,30,U.P. Yoddha,86.0,Team DOD Raid Points,Season 6
22,3,8,Telugu Titans,85.0,Team DOD Raid Points,Season 6
23,3,4,Bengal Warriors,85.0,Team DOD Raid Points,Season 6
22,5,3,Jaipur Pink Panthers,75.0,Team DOD Raid Points,Season 6
25,6,31,Gujarat Fortunegiants,74.0,Team DOD Raid Points,Season 6
24,7,1,Bengaluru Bulls,73.0,Team DOD Raid Points,Season 6
24,7,2,Dabang Delhi K.C.,73.0,Team DOD Raid Points,Season 6
22,9,7,Puneri Paltan,71.0,Team DOD Raid Points,Season 6
22,10,29,Tamil Thalaivas,67.0,Team DOD Raid Points,Season 6
22,11,6,Patna Pirates,54.0,Team DOD Raid Points,Season 6
22,12,28,Haryana Steelers,45.0,Team DOD Raid Points,Season 6
23,1,5,U Mumba,41.0,Team All-outs Inflicted,Season 6
24,2,1,Bengaluru Bulls,37.0,Team All-outs Inflicted,Season 6
25,3,31,Gujarat Fortunegiants,36.0,Team All-outs Inflicted,Season 6
24,4,2,Dabang Delhi K.C.,34.0,Team All-outs Inflicted,Season 6
22,5,6,Patna Pirates,30.0,Team All-outs Inflicted,Season 6
25,6,30,U.P. Yoddha,26.0,Team All-outs Inflicted,Season 6
23,7,4,Bengal Warriors,23.0,Team All-outs Inflicted,Season 6
22,8,3,Jaipur Pink Panthers,22.0,Team All-outs Inflicted,Season 6
22,9,29,Tamil Thalaivas,20.0,Team All-outs Inflicted,Season 6
22,10,8,Telugu Titans,18.0,Team All-outs Inflicted,Season 6
22,11,28,Haryana Steelers,16.0,Team All-outs Inflicted,Season 6
22,12,7,Puneri Paltan,14.0,Team All-outs Inflicted,Season 6
22,1,28,Haryana Steelers,33.0,Team All-outs Conceded,Season 6
22,2,3,Jaipur Pink Panthers,32.0,Team All-outs Conceded,Season 6
22,3,6,Patna Pirates,30.0,Team All-outs Conceded,Season 6
25,3,30,U.P. Yoddha,30.0,Team All-outs Conceded,Season 6
22,5,7,Puneri Paltan,29.0,Team All-outs Conceded,Season 6
24,6,2,Dabang Delhi K.C.,28.0,Team All-outs Conceded,Season 6
22,7,29,Tamil Thalaivas,27.0,Team All-outs Conceded,Season 6
22,8,8,Telugu Titans,25.0,Team All-outs Conceded,Season 6
24,9,1,Bengaluru Bulls,24.0,Team All-outs Conceded,Season 6
23,10,4,Bengal Warriors,23.0,Team All-outs Conceded,Season 6
25,11,31,Gujarat Fortunegiants,20.0,Team All-outs Conceded,Season 6
23,12,5,U Mumba,16.0,Team All-outs Conceded,Season 6
26,1,6,Patna Pirates,1050.0,Team Total Points,Season 5
24,2,31,Gujarat Fortunegiants,775.0,Team Total Points,Season 5
24,3,7,Puneri Paltan,766.0,Team Total Points,Season 5
23,4,30,U.P. Yoddha,762.0,Team Total Points,Season 5
24,5,4,Bengal Warriors,749.0,Team Total Points,Season 5
23,6,28,Haryana Steelers,727.0,Team Total Points,Season 5
22,7,5,U Mumba,707.0,Team Total Points,Season 5
22,8,8,Telugu Titans,696.0,Team Total Points,Season 5
22,9,1,Bengaluru Bulls,689.0,Team Total Points,Season 5
22,10,29,Tamil Thalaivas,681.0,Team Total Points,Season 5
22,11,3,Jaipur Pink Panthers,631.0,Team Total Points,Season 5
22,12,2,Dabang Delhi K.C.,598.0,Team Total Points,Season 5
26,1,6,Patna Pirates,921.0,Team Total Points Conceded,Season 5
23,2,30,U.P. Yoddha,763.0,Team Total Points Conceded,Season 5
24,3,4,Bengal Warriors,757.0,Team Total Points Conceded,Season 5
22,3,5,U Mumba,757.0,Team Total Points Conceded,Season 5
22,5,29,Tamil Thalaivas,752.0,Team Total Points Conceded,Season 5
22,6,2,Dabang Delhi K.C.,731.0,Team Total Points Conceded,Season 5
23,7,28,Haryana Steelers,726.0,Team Total Points Conceded,Season 5
22,8,3,Jaipur Pink Panthers,723.0,Team Total Points Conceded,Season 5
22,9,8,Telugu Titans,698.0,Team Total Points Conceded,Season 5
24,10,7,Puneri Paltan,683.0,Team Total Points Conceded,Season 5
22,11,1,Bengaluru Bulls,679.0,Team Total Points Conceded,Season 5
24,12,31,Gujarat Fortunegiants,641.0,Team Total Points Conceded,Season 5
26,1,6,Patna Pirates,34.19,Team Avg Points Scored,Season 5
23,2,30,U.P. Yoddha,28.78,Team Avg Points Scored,Season 5
22,3,5,U Mumba,28.22,Team Avg Points Scored,Season 5
22,4,29,Tamil Thalaivas,27.77,Team Avg Points Scored,Season 5
22,5,8,Telugu Titans,27.59,Team Avg Points Scored,Season 5
24,6,31,Gujarat Fortunegiants,27.45,Team Avg Points Scored,Season 5
23,7,28,Haryana Steelers,27.43,Team Avg Points Scored,Season 5
24,8,7,Puneri Paltan,27.08,Team Avg Points Scored,Season 5
24,9,4,Bengal Warriors,27.0,Team Avg Points Scored,Season 5
22,10,1,Bengaluru Bulls,26.95,Team Avg Points Scored,Season 5
22,11,3,Jaipur Pink Panthers,23.81,Team Avg Points Scored,Season 5
22,12,2,Dabang Delhi K.C.,23.31,Team Avg Points Scored,Season 5
26,1,6,Patna Pirates,487.0,Team Successful Raids,Season 5
24,2,4,Bengal Warriors,379.0,Team Successful Raids,Season 5
23,3,30,U.P. Yoddha,358.0,Team Successful Raids,Season 5
22,4,29,Tamil Thalaivas,351.0,Team Successful Raids,Season 5
22,5,1,Bengaluru Bulls,336.0,Team Successful Raids,Season 5
24,6,31,Gujarat Fortunegiants,335.0,Team Successful Raids,Season 5
22,7,8,Telugu Titans,332.0,Team Successful Raids,Season 5
23,8,28,Haryana Steelers,327.0,Team Successful Raids,Season 5
22,9,5,U Mumba,322.0,Team Successful Raids,Season 5
24,10,7,Puneri Paltan,304.0,Team Successful Raids,Season 5
22,11,3,Jaipur Pink Panthers,288.0,Team Successful Raids,Season 5
22,12,2,Dabang Delhi K.C.,283.0,Team Successful Raids,Season 5
26,1,6,Patna Pirates,637.0,Team Raid Points,Season 5
23,2,30,U.P. Yoddha,461.0,Team Raid Points,Season 5
24,3,4,Bengal Warriors,455.0,Team Raid Points,Season 5
22,4,5,U Mumba,419.0,Team Raid Points,Season 5
22,5,29,Tamil Thalaivas,410.0,Team Raid Points,Season 5
24,6,31,Gujarat Fortunegiants,405.0,Team Raid Points,Season 5
23,7,28,Haryana Steelers,404.0,Team Raid Points,Season 5
22,8,8,Telugu Titans,400.0,Team Raid Points,Season 5
22,9,1,Bengaluru Bulls,393.0,Team Raid Points,Season 5
24,10,7,Puneri Paltan,379.0,Team Raid Points,Season 5
22,11,3,Jaipur Pink Panthers,353.0,Team Raid Points,Season 5
22,12,2,Dabang Delhi K.C.,344.0,Team Raid Points,Season 5
26,1,6,Patna Pirates,24.5,Team Average Raid Points,Season 5
23,2,30,U.P. Yoddha,20.04,Team Average Raid Points,Season 5
22,3,5,U Mumba,19.05,Team Average Raid Points,Season 5
24,4,4,Bengal Warriors,18.96,Team Average Raid Points,Season 5
22,5,29,Tamil Thalaivas,18.64,Team Average Raid Points,Season 5
22,6,8,Telugu Titans,18.18,Team Average Raid Points,Season 5
22,7,1,Bengaluru Bulls,17.86,Team Average Raid Points,Season 5
23,8,28,Haryana Steelers,17.57,Team Average Raid Points,Season 5
24,9,31,Gujarat Fortunegiants,16.88,Team Average Raid Points,Season 5
22,10,3,Jaipur Pink Panthers,16.05,Team Average Raid Points,Season 5
24,11,7,Puneri Paltan,15.79,Team Average Raid Points,Season 5
22,12,2,Dabang Delhi K.C.,15.64,Team Average Raid Points,Season 5
24,1,7,Puneri Paltan,252.0,Team Successful Tackles,Season 5
24,2,31,Gujarat Fortunegiants,242.0,Team Successful Tackles,Season 5
26,3,6,Patna Pirates,226.0,Team Successful Tackles,Season 5
23,4,28,Haryana Steelers,206.0,Team Successful Tackles,Season 5
22,5,8,Telugu Titans,191.0,Team Successful Tackles,Season 5
22,6,1,Bengaluru Bulls,185.0,Team Successful Tackles,Season 5
22,7,29,Tamil Thalaivas,184.0,Team Successful Tackles,Season 5
23,8,30,U.P. Yoddha,183.0,Team Successful Tackles,Season 5
24,9,4,Bengal Warriors,181.0,Team Successful Tackles,Season 5
22,10,5,U Mumba,176.0,Team Successful Tackles,Season 5
22,11,3,Jaipur Pink Panthers,162.0,Team Successful Tackles,Season 5
22,12,2,Dabang Delhi K.C.,159.0,Team Successful Tackles,Season 5
24,1,7,Puneri Paltan,271.0,Team Tackle Points,Season 5
24,2,31,Gujarat Fortunegiants,254.0,Team Tackle Points,Season 5
26,3,6,Patna Pirates,252.0,Team Tackle Points,Season 5
23,4,28,Haryana Steelers,227.0,Team Tackle Points,Season 5
22,5,8,Telugu Titans,207.0,Team Tackle Points,Season 5
22,6,5,U Mumba,202.0,Team Tackle Points,Season 5
22,7,29,Tamil Thalaivas,201.0,Team Tackle Points,Season 5
23,7,30,U.P. Yoddha,201.0,Team Tackle Points,Season 5
22,9,1,Bengaluru Bulls,200.0,Team Tackle Points,Season 5
24,10,4,Bengal Warriors,193.0,Team Tackle Points,Season 5
22,11,3,Jaipur Pink Panthers,171.0,Team Tackle Points,Season 5
22,12,2,Dabang Delhi K.C.,169.0,Team Tackle Points,Season 5
24,1,7,Puneri Paltan,11.29,Team Average Tackle Points,Season 5
24,2,31,Gujarat Fortunegiants,10.58,Team Average Tackle Points,Season 5
23,3,28,Haryana Steelers,9.87,Team Average Tackle Points,Season 5
26,4,6,Patna Pirates,9.69,Team Average Tackle Points,Season 5
22,5,8,Telugu Titans,9.41,Team Average Tackle Points,Season 5
22,6,5,U Mumba,9.18,Team Average Tackle Points,Season 5
22,7,29,Tamil Thalaivas,9.14,Team Average Tackle Points,Season 5
22,8,1,Bengaluru Bulls,9.09,Team Average Tackle Points,Season 5
23,9,30,U.P. Yoddha,8.74,Team Average Tackle Points,Season 5
24,10,4,Bengal Warriors,8.04,Team Average Tackle Points,Season 5
22,11,3,Jaipur Pink Panthers,7.77,Team Average Tackle Points,Season 5
22,12,2,Dabang Delhi K.C.,7.68,Team Average Tackle Points,Season 5
26,1,6,Patna Pirates,26.0,Team Super Raid,Season 5
23,2,30,U.P. Yoddha,23.0,Team Super Raid,Season 5
22,3,3,Jaipur Pink Panthers,13.0,Team Super Raid,Season 5
24,4,7,Puneri Paltan,12.0,Team Super Raid,Season 5
23,4,28,Haryana Steelers,12.0,Team Super Raid,Season 5
24,6,4,Bengal Warriors,11.0,Team Super Raid,Season 5
24,6,31,Gujarat Fortunegiants,11.0,Team Super Raid,Season 5
22,8,5,U Mumba,10.0,Team Super Raid,Season 5
22,8,8,Telugu Titans,10.0,Team Super Raid,Season 5
22,10,2,Dabang Delhi K.C.,6.0,Team Super Raid,Season 5
22,11,1,Bengaluru Bulls,5.0,Team Super Raid,Season 5
22,11,29,Tamil Thalaivas,5.0,Team Super Raid,Season 5
26,1,6,Patna Pirates,27.0,Team Super Tackles,Season 5
22,2,5,U Mumba,26.0,Team Super Tackles,Season 5
24,3,7,Puneri Paltan,21.0,Team Super Tackles,Season 5
23,3,28,Haryana Steelers,21.0,Team Super Tackles,Season 5
23,5,30,U.P. Yoddha,19.0,Team Super Tackles,Season 5
22,6,29,Tamil Thalaivas,17.0,Team Super Tackles,Season 5
22,6,8,Telugu Titans,17.0,Team Super Tackles,Season 5
22,6,1,Bengaluru Bulls,17.0,Team Super Tackles,Season 5
22,9,2,Dabang Delhi K.C.,12.0,Team Super Tackles,Season 5
24,9,4,Bengal Warriors,12.0,Team Super Tackles,Season 5
24,9,31,Gujarat Fortunegiants,12.0,Team Super Tackles,Season 5
22,12,3,Jaipur Pink Panthers,10.0,Team Super Tackles,Season 5
24,1,7,Puneri Paltan,119.0,Team DOD Raid Points,Season 5
23,2,28,Haryana Steelers,105.0,Team DOD Raid Points,Season 5
24,3,31,Gujarat Fortunegiants,98.0,Team DOD Raid Points,Season 5
26,4,6,Patna Pirates,95.0,Team DOD Raid Points,Season 5
22,5,2,Dabang Delhi K.C.,94.0,Team DOD Raid Points,Season 5
22,6,1,Bengaluru Bulls,93.0,Team DOD Raid Points,Season 5
22,7,29,Tamil Thalaivas,89.0,Team DOD Raid Points,Season 5
22,8,8,Telugu Titans,88.0,Team DOD Raid Points,Season 5
24,9,4,Bengal Warriors,87.0,Team DOD Raid Points,Season 5
22,10,3,Jaipur Pink Panthers,83.0,Team DOD Raid Points,Season 5
23,10,30,U.P. Yoddha,83.0,Team DOD Raid Points,Season 5
22,12,5,U Mumba,78.0,Team DOD Raid Points,Season 5
26,1,6,Patna Pirates,55.0,Team All-outs Inflicted,Season 5
24,2,31,Gujarat Fortunegiants,36.0,Team All-outs Inflicted,Season 5
24,3,7,Puneri Paltan,32.0,Team All-outs Inflicted,Season 5
22,4,1,Bengaluru Bulls,28.0,Team All-outs Inflicted,Season 5
24,5,4,Bengal Warriors,27.0,Team All-outs Inflicted,Season 5
23,5,28,Haryana Steelers,27.0,Team All-outs Inflicted,Season 5
22,7,8,Telugu Titans,25.0,Team All-outs Inflicted,Season 5
23,8,30,U.P. Yoddha,23.0,Team All-outs Inflicted,Season 5
22,9,3,Jaipur Pink Panthers,22.0,Team All-outs Inflicted,Season 5
22,10,5,U Mumba,21.0,Team All-outs Inflicted,Season 5
22,11,29,Tamil Thalaivas,19.0,Team All-outs Inflicted,Season 5
22,12,2,Dabang Delhi K.C.,18.0,Team All-outs Inflicted,Season 5
22,1,5,U Mumba,36.0,Team All-outs Conceded,Season 5
22,2,2,Dabang Delhi K.C.,35.0,Team All-outs Conceded,Season 5
23,3,30,U.P. Yoddha,32.0,Team All-outs Conceded,Season 5
22,4,29,Tamil Thalaivas,31.0,Team All-outs Conceded,Season 5
24,5,4,Bengal Warriors,29.0,Team All-outs Conceded,Season 5
26,5,6,Patna Pirates,29.0,Team All-outs Conceded,Season 5
22,7,3,Jaipur Pink Panthers,27.0,Team All-outs Conceded,Season 5
22,8,8,Telugu Titans,26.0,Team All-outs Conceded,Season 5
22,9,1,Bengaluru Bulls,25.0,Team All-outs Conceded,Season 5
23,10,28,Haryana Steelers,23.0,Team All-outs Conceded,Season 5
24,10,7,Puneri Paltan,23.0,Team All-outs Conceded,Season 5
24,12,31,Gujarat Fortunegiants,17.0,Team All-outs Conceded,Season 5
16,1,7,Puneri Paltan,515.0,Team Total Points,Season 4
16,2,8,Telugu Titans,506.0,Team Total Points,Season 4
16,3,6,Patna Pirates,492.0,Team Total Points,Season 4
16,4,3,Jaipur Pink Panthers,475.0,Team Total Points,Season 4
14,5,2,Dabang Delhi K.C.,419.0,Team Total Points,Season 4
14,6,5,U Mumba,399.0,Team Total Points,Season 4
14,7,4,Bengal Warriors,378.0,Team Total Points,Season 4
14,8,1,Bengaluru Bulls,360.0,Team Total Points,Season 4
16,1,7,Puneri Paltan,491.0,Team Total Points Conceded,Season 4
16,2,6,Patna Pirates,466.0,Team Total Points Conceded,Season 4
16,3,8,Telugu Titans,454.0,Team Total Points Conceded,Season 4
16,4,3,Jaipur Pink Panthers,450.0,Team Total Points Conceded,Season 4
14,5,4,Bengal Warriors,438.0,Team Total Points Conceded,Season 4
14,6,5,U Mumba,418.0,Team Total Points Conceded,Season 4
14,7,1,Bengaluru Bulls,415.0,Team Total Points Conceded,Season 4
14,8,2,Dabang Delhi K.C.,412.0,Team Total Points Conceded,Season 4
16,1,7,Puneri Paltan,27.25,Team Avg Points Scored,Season 4
16,2,6,Patna Pirates,27.18,Team Avg Points Scored,Season 4
16,3,8,Telugu Titans,26.81,Team Avg Points Scored,Season 4
14,4,2,Dabang Delhi K.C.,25.71,Team Avg Points Scored,Season 4
16,5,3,Jaipur Pink Panthers,25.31,Team Avg Points Scored,Season 4
14,6,5,U Mumba,24.85,Team Avg Points Scored,Season 4
14,7,4,Bengal Warriors,23.35,Team Avg Points Scored,Season 4
14,8,1,Bengaluru Bulls,23.21,Team Avg Points Scored,Season 4
16,1,7,Puneri Paltan,230.0,Team Successful Raids,Season 4
16,2,8,Telugu Titans,206.0,Team Successful Raids,Season 4
16,2,6,Patna Pirates,206.0,Team Successful Raids,Season 4
16,4,3,Jaipur Pink Panthers,203.0,Team Successful Raids,Season 4
14,5,5,U Mumba,188.0,Team Successful Raids,Season 4
14,6,4,Bengal Warriors,167.0,Team Successful Raids,Season 4
14,7,2,Dabang Delhi K.C.,162.0,Team Successful Raids,Season 4
14,8,1,Bengaluru Bulls,157.0,Team Successful Raids,Season 4
16,1,7,Puneri Paltan,290.0,Team Raid Points,Season 4
16,2,3,Jaipur Pink Panthers,270.0,Team Raid Points,Season 4
16,3,8,Telugu Titans,267.0,Team Raid Points,Season 4
16,4,6,Patna Pirates,264.0,Team Raid Points,Season 4
14,5,5,U Mumba,227.0,Team Raid Points,Season 4
14,6,2,Dabang Delhi K.C.,226.0,Team Raid Points,Season 4
14,7,4,Bengal Warriors,202.0,Team Raid Points,Season 4
14,8,1,Bengaluru Bulls,201.0,Team Raid Points,Season 4
16,1,7,Puneri Paltan,18.13,Team Average Raid Points,Season 4
16,2,3,Jaipur Pink Panthers,16.88,Team Average Raid Points,Season 4
16,3,8,Telugu Titans,16.69,Team Average Raid Points,Season 4
16,4,6,Patna Pirates,16.5,Team Average Raid Points,Season 4
14,5,5,U Mumba,16.21,Team Average Raid Points,Season 4
14,6,2,Dabang Delhi K.C.,16.14,Team Average Raid Points,Season 4
14,7,4,Bengal Warriors,14.43,Team Average Raid Points,Season 4
14,8,1,Bengaluru Bulls,14.36,Team Average Raid Points,Season 4
16,1,8,Telugu Titans,157.0,Team Successful Tackles,Season 4
16,2,6,Patna Pirates,145.0,Team Successful Tackles,Season 4
16,3,7,Puneri Paltan,140.0,Team Successful Tackles,Season 4
16,4,3,Jaipur Pink Panthers,119.0,Team Successful Tackles,Season 4
14,5,4,Bengal Warriors,117.0,Team Successful Tackles,Season 4
14,6,2,Dabang Delhi K.C.,116.0,Team Successful Tackles,Season 4
14,7,5,U Mumba,110.0,Team Successful Tackles,Season 4
14,8,1,Bengaluru Bulls,109.0,Team Successful Tackles,Season 4
16,1,6,Patna Pirates,171.0,Team Tackle Points,Season 4
16,2,8,Telugu Titans,162.0,Team Tackle Points,Season 4
16,3,7,Puneri Paltan,146.0,Team Tackle Points,Season 4
16,4,3,Jaipur Pink Panthers,135.0,Team Tackle Points,Season 4
14,5,2,Dabang Delhi K.C.,134.0,Team Tackle Points,Season 4
14,6,4,Bengal Warriors,125.0,Team Tackle Points,Season 4
14,7,1,Bengaluru Bulls,124.0,Team Tackle Points,Season 4
14,8,5,U Mumba,121.0,Team Tackle Points,Season 4
16,1,6,Patna Pirates,10.69,Team Average Tackle Points,Season 4
16,2,8,Telugu Titans,10.13,Team Average Tackle Points,Season 4
14,3,2,Dabang Delhi K.C.,9.57,Team Average Tackle Points,Season 4
16,4,7,Puneri Paltan,9.13,Team Average Tackle Points,Season 4
14,5,4,Bengal Warriors,8.93,Team Average Tackle Points,Season 4
14,6,1,Bengaluru Bulls,8.86,Team Average Tackle Points,Season 4
14,7,5,U Mumba,8.64,Team Average Tackle Points,Season 4
16,8,3,Jaipur Pink Panthers,8.44,Team Average Tackle Points,Season 4
14,1,2,Dabang Delhi K.C.,11.0,Team Super Raid,Season 4
16,2,7,Puneri Paltan,10.0,Team Super Raid,Season 4
16,3,8,Telugu Titans,7.0,Team Super Raid,Season 4
16,3,6,Patna Pirates,7.0,Team Super Raid,Season 4
16,5,3,Jaipur Pink Panthers,6.0,Team Super Raid,Season 4
14,6,4,Bengal Warriors,4.0,Team Super Raid,Season 4
14,6,5,U Mumba,4.0,Team Super Raid,Season 4
14,6,1,Bengaluru Bulls,4.0,Team Super Raid,Season 4
16,1,6,Patna Pirates,27.0,Team Super Tackles,Season 4
14,2,2,Dabang Delhi K.C.,20.0,Team Super Tackles,Season 4
16,3,3,Jaipur Pink Panthers,17.0,Team Super Tackles,Season 4
14,4,1,Bengaluru Bulls,15.0,Team Super Tackles,Season 4
14,5,5,U Mumba,11.0,Team Super Tackles,Season 4
14,6,4,Bengal Warriors,8.0,Team Super Tackles,Season 4
16,7,7,Puneri Paltan,7.0,Team Super Tackles,Season 4
16,8,8,Telugu Titans,5.0,Team Super Tackles,Season 4
14,1,2,Dabang Delhi K.C.,84.0,Team DOD Raid Points,Season 4
16,2,3,Jaipur Pink Panthers,80.0,Team DOD Raid Points,Season 4
16,3,7,Puneri Paltan,77.0,Team DOD Raid Points,Season 4
16,4,8,Telugu Titans,76.0,Team DOD Raid Points,Season 4
16,5,6,Patna Pirates,73.0,Team DOD Raid Points,Season 4
14,6,4,Bengal Warriors,62.0,Team DOD Raid Points,Season 4
14,7,1,Bengaluru Bulls,59.0,Team DOD Raid Points,Season 4
14,8,5,U Mumba,42.0,Team DOD Raid Points,Season 4
16,1,8,Telugu Titans,22.0,Team All-outs Inflicted,Season 4
16,2,7,Puneri Paltan,21.0,Team All-outs Inflicted,Season 4
16,3,6,Patna Pirates,19.0,Team All-outs Inflicted,Season 4
16,4,3,Jaipur Pink Panthers,17.0,Team All-outs Inflicted,Season 4
14,5,2,Dabang Delhi K.C.,15.0,Team All-outs Inflicted,Season 4
14,5,5,U Mumba,15.0,Team All-outs Inflicted,Season 4
14,7,4,Bengal Warriors,11.0,Team All-outs Inflicted,Season 4
14,8,1,Bengaluru Bulls,9.0,Team All-outs Inflicted,Season 4
14,1,1,Bengaluru Bulls,21.0,Team All-outs Conceded,Season 4
14,1,5,U Mumba,21.0,Team All-outs Conceded,Season 4
16,3,7,Puneri Paltan,17.0,Team All-outs Conceded,Season 4
14,4,2,Dabang Delhi K.C.,16.0,Team All-outs Conceded,Season 4
14,5,4,Bengal Warriors,15.0,Team All-outs Conceded,Season 4
16,6,3,Jaipur Pink Panthers,14.0,Team All-outs Conceded,Season 4
16,7,8,Telugu Titans,13.0,Team All-outs Conceded,Season 4
16,8,6,Patna Pirates,12.0,Team All-outs Conceded,Season 4
16,1,6,Patna Pirates,594.0,Team Total Points,Season 3
16,2,7,Puneri Paltan,510.0,Team Total Points,Season 3
16,3,5,U Mumba,502.0,Team Total Points,Season 3
16,4,4,Bengal Warriors,460.0,Team Total Points,Season 3
14,5,8,Telugu Titans,427.0,Team Total Points,Season 3
14,6,2,Dabang Delhi K.C.,384.0,Team Total Points,Season 3
14,7,3,Jaipur Pink Panthers,364.0,Team Total Points,Season 3
14,8,1,Bengaluru Bulls,362.0,Team Total Points,Season 3
14,1,2,Dabang Delhi K.C.,525.0,Team Total Points Conceded,Season 3
16,2,6,Patna Pirates,468.0,Team Total Points Conceded,Season 3
14,3,1,Bengaluru Bulls,467.0,Team Total Points Conceded,Season 3
16,4,4,Bengal Warriors,449.0,Team Total Points Conceded,Season 3
14,5,8,Telugu Titans,437.0,Team Total Points Conceded,Season 3
